CO_REGSAUD;DS_NOME;Ano;Pop_0a4;Pop_5a9;Pop_10a14;Pop_15a19;Pop_20a24;Pop_25a29;Pop_30a34;Pop_35a39;Pop_40a44;Pop_45a49;Pop_50a54;Pop_55a59;Pop_60a64;Pop_65a69;Pop_70a74;Pop_75a79;Pop_80emais;PopH_0a4;PopH_5a9;PopH_10a14;PopH_15a19;PopH_20a24;PopH_25a29;PopH_30a34;PopH_35a39;PopH_40a44;PopH_45a49;PopH_50a54;PopH_55a59;PopH_60a64;PopH_65a69;PopH_70a74;PopH_75a79;PopH_80emais;PopM_0a4;PopM_5a9;PopM_10a14;PopM_15a19;PopM_20a24;PopM_25a29;PopM_30a34;PopM_35a39;PopM_40a44;PopM_45a49;PopM_50a54;PopM_55a59;PopM_60a64;PopM_65a69;PopM_70a74;PopM_75a79;PopM_80emais
15012;Xingu;2000;32712;33383;31971;30017;25111;19862;16868;14601;11665;9220;7034;5558;4541;3138;2071;1133;1030;16715;17135;16492;15296;12901;10391;8876;7890;6332;5234;4040;3058;2551;1825;1226;667;554;15997;16248;15479;14721;12210;9471;7992;6711;5333;3986;2994;2500;1990;1313;845;466;476
15013;Marajó I;2000;23726;23894;21961;19478;14950;11767;9437;8265;6768;5662;4263;3902;3273;2730;1948;1215;1555;12067;12318;11449;10362;7936;6128;5024;4319;3564;2970;2263;2004;1700;1329;1031;603;692;11659;11576;10512;9116;7014;5639;4413;3946;3204;2692;2000;1898;1573;1401;917;612;863
15014;Marajó II;2000;38514;33792;30333;25232;19752;14415;10593;8958;7465;6127;4713;4018;3007;2501;1735;1251;2003;19562;17261;15632;13190;10405;7661;5655;4672;4034;3369;2607;2056;1562;1337;981;673;970;18952;16531;14701;12042;9347;6754;4938;4286;3431;2758;2106;1962;1445;1164;754;578;1033
16001;Área Central;2000;42467;38282;37065;37593;33119;28240;23349;19095;14896;10995;7634;5714;4426;3260;2177;1296;1780;21440;19545;18544;18273;15876;13794;11600;9551;7502;5570;3882;2893;2143;1552;1010;617;702;21027;18737;18521;19320;17243;14446;11749;9544;7394;5425;3752;2821;2283;1708;1167;679;1078
16002;Área Norte;2000;5888;5341;4792;4119;3241;2711;2394;2026;1564;1146;870;641;485;352;223;146;205;3092;2718;2495;2166;1699;1439;1256;1150;888;643;498;364;282;200;122;84;111;2796;2623;2297;1953;1542;1272;1138;876;676;503;372;277;203;152;101;62;94
16003;Área Sudoeste;2000;19365;17697;16928;15724;13050;10603;8743;7131;5500;4197;2981;2488;1701;1313;792;550;737;9805;9017;8480;7755;6451;5366;4489;3719;2921;2218;1592;1289;917;688;430;276;339;9560;8680;8448;7969;6599;5237;4254;3412;2579;1979;1389;1199;784;625;362;274;398
17001;Médio Norte Araguaia;2000;25289;25178;25719;25316;21684;17126;15246;12940;10662;8814;7165;5627;4834;3621;2606;1685;1762;12834;12893;12949;12692;10924;8564;7389;6379;5267;4488;3761;2910;2508;1879;1378;918;854;12455;12285;12770;12624;10760;8562;7857;6561;5395;4326;3404;2717;2326;1742;1228;767;908
17002;Bico do Papagaio;2000;21535;21612;23349;21173;15854;10849;9869;8807;7567;6592;5485;4624;4192;3253;2157;1496;1537;11089;11049;11889;10947;8197;5563;4925;4418;3698;3264;2853;2326;2159;1744;1155;804;724;10446;10563;11460;10226;7657;5286;4944;4389;3869;3328;2632;2298;2033;1509;1002;692;813
17003;Sudeste;2000;10441;10641;11236;10039;7466;5810;5403;4962;4207;3512;2956;2600;2115;1626;1222;772;968;5354;5449;5764;5392;3947;3062;2788;2601;2231;1882;1544;1353;1066;843;632;389;463;5087;5192;5472;4647;3519;2748;2615;2361;1976;1630;1412;1247;1049;783;590;383;505
17004;Cerrado Tocantins Araguaia;2000;14589;14952;14966;14307;12175;10140;9242;7838;6528;5449;4605;3744;3198;2496;1719;1155;1178;7424;7699;7698;7461;6218;5204;4703;3993;3366;2841;2444;1963;1722;1334;951;616;596;7165;7253;7268;6846;5957;4936;4539;3845;3162;2608;2161;1781;1476;1162;768;539;582
17005;Ilha do Bananal;2000;16305;17007;17700;17651;15484;13171;12290;10788;8729;7200;5895;4439;3750;2873;2089;1347;1377;8283;8764;9073;8875;7720;6528;6127;5513;4352;3767;3127;2357;2017;1577;1157;722;715;8022;8243;8627;8776;7764;6643;6163;5275;4377;3433;2768;2082;1733;1296;932;625;662
17006;Capim Dourado;2000;25174;23082;22705;24256;23913;19903;16991;14318;11265;8292;5771;4106;3130;2228;1486;973;1014;12795;11725;11221;11767;11759;9984;8719;7413;6001;4599;3222;2290;1707;1207;774;530;504;12379;11357;11484;12489;12154;9919;8272;6905;5264;3693;2549;1816;1423;1021;712;443;510
17007;Cantão;2000;10277;10491;11126;10946;9116;7678;7184;6441;5243;4359;3413;2700;2351;1807;1266;879;919;5281;5381;5812;5721;4661;3763;3596;3293;2743;2295;1841;1473;1255;972;705;481;473;4996;5110;5314;5225;4455;3915;3588;3148;2500;2064;1572;1227;1096;835;561;398;446
17008;Amor Perfeito;2000;10635;11637;11726;10957;8836;7045;6426;5521;4716;3854;3259;2775;2375;1663;1347;916;1030;5391;5976;6016;5725;4571;3632;3321;2833;2413;1996;1637;1427;1242;891;710;496;509;5244;5661;5710;5232;4265;3413;3105;2688;2303;1858;1622;1348;1133;772;637;420;521
21001;Açailândia;2000;28584;27168;28740;27278;21352;15600;13640;12331;9902;8193;6585;5304;4078;2776;1764;1128;1139;14622;13687;14477;13924;11032;7931;6840;6188;5070;4309;3513;2794;2278;1504;1014;626;579;13962;13481;14263;13354;10320;7669;6800;6143;4832;3884;3072;2510;1800;1272;750;502;560
21002;Bacabal;2000;29708;28356;30593;29711;23044;15877;14190;12528;10926;9464;7906;6599;5853;4486;3302;2278;2693;14967;14324;15461;15234;11709;7888;6922;6001;5145;4457;3824;3177;2811;2195;1645;1110;1239;14741;14032;15132;14477;11335;7989;7268;6527;5781;5007;4082;3422;3042;2291;1657;1168;1454
21003;Balsas;2000;26338;25885;26431;23880;17381;12940;11919;10564;9160;7468;6310;5141;4380;3501;2492;1766;2000;13407;13209;13440;12352;8971;6604;6148;5368;4641;3767;3144;2585;2097;1666;1274;892;887;12931;12676;12991;11528;8410;6336;5771;5196;4519;3701;3166;2556;2283;1835;1218;874;1113
21004;Barra do Corda;2000;24859;25700;25660;22732;16269;11847;10342;9102;7269;6569;5634;4823;4278;3072;2108;1526;1638;12513;12942;12937;11910;8587;6069;5222;4490;3654;3292;2934;2360;2193;1689;1085;811;860;12346;12758;12723;10822;7682;5778;5120;4612;3615;3277;2700;2463;2085;1383;1023;715;778
21005;Caxias;2000;30857;30618;32922;31793;23760;16672;14679;13719;12106;10112;8454;7185;6328;5218;3585;2629;3213;15663;15434;16560;16453;12083;8169;7055;6451;5794;4762;4160;3254;2900;2611;1749;1225;1430;15194;15184;16362;15340;11677;8503;7624;7268;6312;5350;4294;3931;3428;2607;1836;1404;1783
21006;Chapadinha;2000;37966;37239;39766;35237;24870;17605;15250;13912;11958;10880;9049;7992;6991;5678;4015;2845;3508;19173;18855;20030;18741;13332;9174;7806;6930;5950;5410;4508;3918;3435;2948;2028;1484;1724;18793;18384;19736;16496;11538;8431;7444;6982;6008;5470;4541;4074;3556;2730;1987;1361;1784
21007;Codó;2000;33320;31665;35115;32379;23827;16900;15031;14319;12344;10826;8957;8267;7038;5456;3769;2923;3444;16894;15892;17599;16592;12177;8301;7176;6704;5841;5149;4249;3799;3385;2701;1867;1461;1558;16426;15773;17516;15787;11650;8599;7855;7615;6503;5677;4708;4468;3653;2755;1902;1462;1886
21008;Imperatriz;2000;52369;50790;55356;55023;44467;32786;29033;25323;21115;17516;14299;11493;9902;7271;5010;3526;3729;26430;25843;27826;27206;22125;15894;14008;12293;10186;8550;7255;5649;4957;3727;2569;1736;1659;25939;24947;27530;27817;22342;16892;15025;13030;10929;8966;7044;5844;4945;3544;2441;1790;2070
21009;Itapecuru Mirim;2000;37068;35059;37870;33202;24085;17339;14693;13537;11699;10314;8125;7001;6515;5237;3418;2605;3474;18704;17510;19209;17241;12441;8802;7209;6533;5750;5207;4093;3453;3118;2734;1819;1314;1694;18364;17549;18661;15961;11644;8537;7484;7004;5949;5107;4032;3548;3397;2503;1599;1291;1780
21010;Pedreiras;2000;23525;24368;26459;26128;19254;13970;12114;11150;9469;7957;6859;5888;5114;3979;2993;2264;2309;12020;12284;13347;13195;9813;7004;5952;5301;4518;3758;3348;2805;2425;1922;1434;1129;1090;11505;12084;13112;12933;9441;6966;6162;5849;4951;4199;3511;3083;2689;2057;1559;1135;1219
21011;Pinheiro;2000;40285;41555;46163;42318;30298;22158;18161;16552;14266;12459;10133;9418;8433;6943;4581;2988;3644;20352;20940;23560;22405;15994;11437;9147;8253;7051;6422;5129;4755;4293;3618;2369;1479;1560;19933;20615;22603;19913;14304;10721;9014;8299;7215;6037;5004;4663;4140;3325;2212;1509;2084
21012;Presidente Dutra;2000;31331;31847;33040;31612;24157;17085;14741;13809;12144;10514;8938;7632;6679;4817;3528;2787;3079;15855;15986;16724;16508;12568;8634;7252;6736;5879;5104;4447;3679;3217;2395;1750;1381;1459;15476;15861;16316;15104;11589;8451;7489;7073;6265;5410;4491;3953;3462;2422;1778;1406;1620
21013;Rosário;2000;30011;30307;30902;26342;18887;13636;11285;9979;8512;7544;6138;5244;4825;3944;2594;2090;2730;15098;15392;15716;13848;10016;7150;5775;5095;4288;3952;3085;2654;2443;2079;1362;1074;1258;14913;14915;15186;12494;8871;6486;5510;4884;4224;3592;3053;2590;2382;1865;1232;1016;1472
21014;Santa Inês;2000;47003;44003;46014;44212;32365;22445;18763;16694;15090;13198;11049;9477;8303;6256;4498;2986;3243;23747;22199;23118;22687;16633;11260;9204;8283;7278;6316;5498;4618;4199;3233;2386;1526;1554;23256;21804;22896;21525;15732;11185;9559;8411;7812;6882;5551;4859;4104;3023;2112;1460;1689
21015;São João dos Patos;2000;25133;26522;27230;25063;18627;13331;12263;11742;10090;8416;7149;6169;5633;4277;2895;2139;2424;12609;13277;13853;13017;9725;6695;6128;5804;4921;4043;3574;2882;2685;2114;1418;1004;1110;12524;13245;13377;12046;8902;6636;6135;5938;5169;4373;3575;3287;2948;2163;1477;1135;1314
21016;São Luís;2000;110427;107758;125221;139112;122758;99639;87342;74200;59728;45799;33754;25005;20048;15015;10779;7243;8151;56126;54230;61211;64880;56633;45663;39821;34027;28036;21714;15940;11529;9001;6649;4527;2945;2853;54301;53528;64010;74232;66125;53976;47521;40173;31692;24085;17814;13476;11047;8366;6252;4298;5298
21017;Timon;2000;24862;22637;25425;25095;20273;14441;12534;11275;9683;8119;6643;5504;4972;3701;2622;1613;2049;12687;11371;12893;12809;10219;7063;5961;5372;4633;3834;3159;2582;2356;1801;1305;787;843;12175;11266;12532;12286;10054;7378;6573;5903;5050;4285;3484;2922;2616;1900;1317;826;1206
21018;Viana;2000;26444;27564;30338;28397;20120;14319;11849;10749;9202;8190;6340;6263;5654;4724;3156;2115;2528;13321;13970;15615;14835;10635;7382;5923;5291;4498;4101;3150;3013;2766;2363;1547;1043;1064;13123;13594;14723;13562;9485;6937;5926;5458;4704;4089;3190;3250;2888;2361;1609;1072;1464
21019;Zé Doca;2000;31698;30647;32308;29355;21009;14905;12690;11279;9828;8238;7041;6047;4935;3880;2617;1766;1786;16083;15548;16429;15301;11061;7682;6445;5784;4929;4222;3692;3110;2572;2144;1477;974;900;15615;15099;15879;14054;9948;7223;6245;5495;4899;4016;3349;2937;2363;1736;1140;792;886
22001;Carnaubais;2000;15421;15657;18759;18018;14219;10429;9326;8369;7646;6766;5801;4854;4459;3401;2701;1794;1931;7899;7998;9552;9452;7167;5027;4586;4023;3656;3259;2858;2374;2214;1670;1390;891;957;7522;7659;9207;8566;7052;5402;4740;4346;3990;3507;2943;2480;2245;1731;1311;903;974
22002;Chapada das Mangabeiras;2000;20540;20527;22716;21782;15181;10853;9555;9285;8034;6852;5552;4672;4160;3148;2489;1650;1854;10427;10401;11585;11551;8117;5787;4848;4722;4171;3428;2802;2192;1950;1509;1271;804;861;10113;10126;11131;10231;7064;5066;4707;4563;3863;3424;2750;2480;2210;1639;1218;846;993
22003;Cocais;2000;40647;42393;47760;44395;31557;22867;21080;19530;17233;15189;12574;10909;9756;7746;5767;3924;4309;20796;21771;24253;23180;15924;11311;10278;9578;8260;7299;6122;5345;4655;3833;2871;1979;2038;19851;20622;23507;21215;15633;11556;10802;9952;8973;7890;6452;5564;5101;3913;2896;1945;2271
22004;Entre Rios;2000;104726;102497;121017;126431;108563;83011;74135;68144;58178;47720;36992;28206;24107;18331;14046;9357;9872;53356;51703;60517;61496;51456;38449;34005;31168;26778;22092;17468;13076;11005;8302;6247;4231;3971;51370;50794;60500;64935;57107;44562;40130;36976;31400;25628;19524;15130;13102;10029;7799;5126;5901
22005;Planície Litorânea;2000;26175;26104;30003;28315;22930;17749;15700;13843;11175;9933;8783;6999;6256;5011;3923;2615;2892;13151;13150;15017;14301;11479;8857;7727;6661;5377;4745;4126;3323;2973;2343;1832;1242;1267;13024;12954;14986;14014;11451;8892;7973;7182;5798;5188;4657;3676;3283;2668;2091;1373;1625
22006;Serra da Capivara;2000;13752;14374;15888;15668;12168;8906;8231;7495;6069;4806;4575;3773;3370;2377;2043;1403;1713;7060;7209;8088;8051;6259;4477;4212;3803;3051;2417;2334;1815;1584;1141;947;666;782;6692;7165;7800;7617;5909;4429;4019;3692;3018;2389;2241;1958;1786;1236;1096;737;931
22007;Tabuleiros do Alto Parnaíba;2000;4432;4619;4938;4509;3142;2384;2304;2250;1769;1570;1265;1045;929;704;578;333;427;2253;2329;2533;2392;1604;1254;1176;1132;905;755;628;509;442;337;270;179;202;2179;2290;2405;2117;1538;1130;1128;1118;864;815;637;536;487;367;308;154;225
22008;Vale do Canindé;2000;10543;10421;12313;11744;8919;6653;6130;5571;4816;4099;3663;3247;2776;2049;1729;1180;1214;5351;5247;6199;6107;4556;3290;2932;2746;2359;1945;1767;1540;1254;963;828;554;564;5192;5174;6114;5637;4363;3363;3198;2825;2457;2154;1896;1707;1522;1086;901;626;650
22009;Vale do Rio Guaribas;2000;34825;34869;39212;37167;31049;24882;23807;20977;16908;13947;12911;11113;9362;6489;5395;3874;3958;17530;17768;19802;18852;15459;12174;11475;10307;8206;6735;6256;5241;4582;3084;2661;1920;1870;17295;17101;19410;18315;15590;12708;12332;10670;8702;7212;6655;5872;4780;3405;2734;1954;2088
22010;Vale do Sambito;2000;10071;10351;12058;12671;9446;7035;6456;6082;5574;4569;4125;3499;3508;2690;2172;1499;1452;5085;5225;6038;6462;4688;3333;3191;2923;2562;2120;1973;1681;1684;1322;1087;741;722;4986;5126;6020;6209;4758;3702;3265;3159;3012;2449;2152;1818;1824;1368;1085;758;730
22011;Vale dos Rios Piauí e Itaueiras;2000;20822;20929;25133;24890;18516;13515;12306;11595;10114;8715;7498;6359;5702;4229;3397;2342;2561;10553;10708;12679;12844;9497;6727;6021;5669;4870;4148;3562;3033;2658;1979;1510;1128;1164;10269;10221;12454;12046;9019;6788;6285;5926;5244;4567;3936;3326;3044;2250;1887;1214;1397
23001;1ª Região Fortaleza;2000;218267;220312;233407;249175;226918;196129;186268;170673;132598;107818;88926;62947;54311;38907;32386;21771;21775;110957;111924;116399;119267;106358;90969;86239;79100;59909;48219;39736;27420;22820;15813;12694;8531;7596;107310;108388;117008;129908;120560;105160;100029;91573;72689;59599;49190;35527;31491;23094;19692;13240;14179
23002;2ª Região Caucaia;2000;55202;53882;54075;49752;42893;36775;34403;30440;22181;17126;14518;11228;10349;7664;6135;4289;4293;27939;27414;27363;25223;21616;18513;16892;14916;10930;8333;7212;5382;4956;3687;2930;2098;1972;27263;26468;26712;24529;21277;18262;17511;15524;11251;8793;7306;5846;5393;3977;3205;2191;2321
23003;3ª Região Maracanaú;2000;45944;47898;48838;44858;38036;32985;30851;27145;20948;16054;13104;9709;8875;6454;5440;3672;3439;23463;24428;24605;22534;19097;16135;14885;13217;10130;7656;6243;4609;4127;2926;2526;1714;1527;22481;23470;24233;22324;18939;16850;15966;13928;10818;8398;6861;5100;4748;3528;2914;1958;1912
23004;4ª Região Baturité;2000;14311;14902;15043;14091;10574;8162;7710;7394;5774;5016;4153;3732;3667;2994;2633;1829;1945;7337;7606;7711;7314;5520;4232;3896;3799;2828;2536;2065;1776;1771;1476;1351;946;920;6974;7296;7332;6777;5054;3930;3814;3595;2946;2480;2088;1956;1896;1518;1282;883;1025
23005;5ª Região Canindé;2000;21390;21870;22478;18739;14015;11244;10943;10025;7930;7382;6629;5546;5601;3835;3703;2716;2840;10939;11144;11493;9659;7258;5649;5504;5044;3838;3613;3295;2674;2807;1882;1851;1387;1409;10451;10726;10985;9080;6757;5595;5439;4981;4092;3769;3334;2872;2794;1953;1852;1329;1431
