CO_REGSAUD;DS_NOME;ano;Pop_0a4;Pop_5a9;Pop_10a14;Pop_15a19;Pop_20a24;Pop_25a29;Pop_30a34;Pop_35a39;Pop_40a44;Pop_45a49;Pop_50a54;Pop_55a59;Pop_60a64;Pop_65a69;Pop_70a74;Pop_75a79;Pop_80emais;PopH_0a4;PopH_5a9;PopH_10a14;PopH_15a19;PopH_20a24;PopH_25a29;PopH_30a34;PopH_35a39;PopH_40a44;PopH_45a49;PopH_50a54;PopH_55a59;PopH_60a64;PopH_65a69;PopH_70a74;PopH_75a79;PopH_80emais;PopM_0a4;PopM_5a9;PopM_10a14;PopM_15a19;PopM_20a24;PopM_25a29;PopM_30a34;PopM_35a39;PopM_40a44;PopM_45a49;PopM_50a54;PopM_55a59;PopM_60a64;PopM_65a69;PopM_70a74;PopM_75a79;PopM_80emais
15001;Araguaia;1991;40683;41210;38862;33492;29596;25491;20918;16957;13688;10062;7830;5507;3766;2569;1403;896;633;20569;20977;19473;17280;15838;13852;11515;9316;7979;5886;4801;3215;2293;1572;833;491;311;20114;20233;19389;16212;13758;11639;9403;7641;5709;4176;3029;2292;1473;997;570;405;322
15002;Baixo Amazonas;1991;83994;87212;81171;62311;43688;36770;31525;27325;21432;17455;13827;11090;9355;6848;4732;3569;3086;42559;44490;41266;31927;22073;18521;15957;13869;11333;9142;7337;5751;4862;3543;2342;1704;1332;41435;42722;39905;30384;21615;18249;15568;13456;10099;8313;6490;5339;4493;3305;2390;1865;1754
15003;Carajás;1991;62973;61984;55004;43188;36359;32118;27339;21712;17734;12885;10603;7867;5629;3829;2358;1516;1084;31784;31475;27821;21776;18401;16245;14198;11358;9891;7234;6163;4623;3356;2272;1363;794;540;31189;30509;27183;21412;17958;15873;13141;10354;7843;5651;4440;3244;2273;1557;995;722;544
15004;Lago de Tucuruí;1991;22514;23017;20091;15410;12125;10504;9575;7969;6127;4397;3550;2499;1811;1213;720;479;341;11460;11742;9944;7728;6024;5127;4834;4210;3377;2445;2036;1469;1053;691;412;264;175;11054;11275;10147;7682;6101;5377;4741;3759;2750;1952;1514;1030;758;522;308;215;166
15006;Metropolitana I;1991;153764;165179;172032;169031;151774;126529;108197;86803;67725;51669;41324;31784;26727;18960;12531;8954;8322;77792;83139;83728;78222;71861;59890;51667;40953;32171;24353;19389;14287;11748;8289;5071;3398;2582;75972;82040;88304;90809;79913;66639;56530;45850;35554;27316;21935;17497;14979;10671;7460;5556;5740
15007;Metropolitana II;1991;35851;34643;31237;24783;19751;15222;12416;10939;9068;7794;6128;4839;4025;3168;2284;1654;1488;18089;17758;16112;12895;10241;7778;6464;5748;4770;4174;3316;2590;2179;1631;1152;835;666;17762;16885;15125;11888;9510;7444;5952;5191;4298;3620;2812;2249;1846;1537;1132;819;822
15008;Metropolitana III;1991;79083;79394;71583;57577;45737;35708;30298;25372;20899;17011;13572;9897;8802;6733;4755;3556;3072;40091;40423;36331;29652;23577;18086;15553;12963;11018;8759;7265;5132;4717;3490;2439;1798;1414;38992;38971;35252;27925;22160;17622;14745;12409;9881;8252;6307;4765;4085;3243;2316;1758;1658
15009;Rio Caetés;1991;57190;58214;50710;38947;27950;22403;19203;17228;13872;11832;9556;8264;7253;5406;3900;2895;2455;29186;29375;26016;20531;14345;11307;9538;8698;7192;6207;4993;4181;3790;2912;2082;1492;1137;28004;28839;24694;18416;13605;11096;9665;8530;6680;5625;4563;4083;3463;2494;1818;1403;1318
15010;Tapajós;1991;22177;21803;19324;14848;13842;13189;11814;8539;6436;4443;3438;2481;1756;1238;696;440;282;11307;11080;9683;7392;7180;7204;6801;4751;3850;2618;1980;1398;1001;710;412;240;131;10870;10723;9641;7456;6662;5985;5013;3788;2586;1825;1458;1083;755;528;284;200;151
15011;Tocantins;1991;66549;63433;56070;43809;32839;24991;20957;18889;14605;11885;9182;7020;5799;5556;3725;3127;2788;33817;32350;28637;22556;16947;12806;10719;9922;7667;6329;4781;3544;3005;2743;1849;1514;1247;32732;31083;27433;21253;15892;12185;10238;8967;6938;5556;4401;3476;2794;2813;1876;1613;1541
15012;Xingu;1991;31931;32464;28941;23195;19760;16952;15367;11337;9449;6807;5784;3869;2963;1807;1061;585;397;16184;16441;14631;11821;10708;9278;8583;6380;5568;3884;3370;2236;1784;1082;646;322;204;15747;16023;14310;11374;9052;7674;6784;4957;3881;2923;2414;1633;1179;725;415;263;193
15013;Marajó I;1991;22733;21988;19719;15462;11257;8849;7534;6365;5060;4447;3624;3148;2630;2083;1452;1125;1115;11682;11404;10268;8165;5975;4539;3925;3281;2685;2343;1896;1609;1369;1077;742;560;507;11051;10584;9451;7297;5282;4310;3609;3084;2375;2104;1728;1539;1261;1006;710;565;608
15014;Marajó II;1991;33348;30337;26517;20286;14345;10713;8989;7706;6190;5036;3705;2755;2374;2159;1586;1354;1031;16838;15424;13506;10400;7425;5504;4752;4024;3372;2709;2018;1458;1280;1176;883;687;524;16510;14913;13011;9886;6920;5209;4237;3682;2818;2327;1687;1297;1094;983;703;667;507
16001;Área Central;1991;26628;27637;25310;21673;17103;14470;12091;9750;6989;5503;4285;3226;2548;1777;1166;892;1115;13522;13992;12532;10398;8361;7043;5960;4793;3523;2766;2143;1565;1213;889;552;412;438;13106;13645;12778;11275;8742;7427;6131;4957;3466;2737;2142;1661;1335;888;614;480;677
16002;Área Norte;1991;4730;4222;3520;2628;2110;1906;1565;1153;888;768;544;418;343;254;202;137;112;2433;2131;1821;1472;1072;1021;830;655;478;415;283;258;190;161;107;85;63;2297;2091;1699;1156;1038;885;735;498;410;353;261;160;153;93;95;52;49
16003;Área Sudoeste;1991;14184;13311;11811;9164;7398;5890;4784;3922;2908;2421;1815;1323;950;691;452;330;380;7205;6773;5962;4567;3697;2961;2395;2045;1536;1312;997;714;529;337;237;158;185;6979;6538;5849;4597;3701;2929;2389;1877;1372;1109;818;609;421;354;215;172;195
17001;Médio Norte Araguaia;1991;22489;23809;23191;20214;16039;13015;10502;9008;7616;6177;4980;4034;3084;2454;1655;1118;881;11424;12130;11590;10086;7765;6406;5109;4450;3901;3294;2634;2161;1599;1310;878;573;425;11065;11679;11601;10128;8274;6609;5393;4558;3715;2883;2346;1873;1485;1144;777;545;456
17002;Bico do Papagaio;1991;22126;22814;20387;14557;10764;9101;7510;6934;5904;4999;4371;3669;2670;2229;1585;1046;864;11254;11476;10243;7616;5521;4538;3666;3359;3016;2532;2258;1948;1422;1264;819;519;399;10872;11338;10144;6941;5243;4563;3844;3575;2888;2467;2113;1721;1248;965;766;527;465
17003;Sudeste;1991;11778;12439;11431;8570;6452;5444;4792;4126;3446;2994;2454;1933;1603;1282;885;714;683;5950;6419;5753;4634;3446;2874;2493;2189;1789;1580;1287;972;827;655;462;368;309;5828;6020;5678;3936;3006;2570;2299;1937;1657;1414;1167;961;776;627;423;346;374
17004;Cerrado Tocantins Araguaia;1991;15498;16300;17088;14454;11137;9054;7464;6502;5628;4591;3799;3047;2348;1833;1316;842;719;7959;8347;8616;7416;5765;4547;3816;3315;2970;2420;2062;1665;1289;978;741;434;349;7539;7953;8472;7038;5372;4507;3648;3187;2658;2171;1737;1382;1059;855;575;408;370
17005;Ilha do Bananal;1991;17478;19134;19267;17035;13514;12082;9843;8259;6642;5195;4282;3438;2594;1970;1370;849;724;8858;9683;9673;8494;6748;6042;4930;4198;3491;2820;2348;1908;1435;1107;764;447;358;8620;9451;9594;8541;6766;6040;4913;4061;3151;2375;1934;1530;1159;863;606;402;366
17006;Capim Dourado;1991;11859;11827;10990;8957;7675;6932;5855;4776;3627;2884;2400;1834;1455;1075;752;484;439;5947;6003;5639;4545;3904;3564;3037;2521;2056;1554;1342;995;811;577;404;237;225;5912;5824;5351;4412;3771;3368;2818;2255;1571;1330;1058;839;644;498;348;247;214
17007;Cantão;1991;10271;11532;11735;9699;7554;6558;5670;4598;3920;3049;2632;2094;1554;1270;838;616;523;5316;5950;5987;4934;3754;3330;2956;2362;2103;1677;1462;1139;862;718;465;335;261;4955;5582;5748;4765;3800;3228;2714;2236;1817;1372;1170;955;692;552;373;281;262
17008;Amor Perfeito;1991;13443;13848;12808;10629;7991;6860;5545;4779;3954;3361;2870;2176;1773;1354;1012;712;696;6790;7124;6434;5606;4075;3570;2882;2369;2043;1761;1520;1183;969;735;538;388;324;6653;6724;6374;5023;3916;3290;2663;2410;1911;1600;1350;993;804;619;474;324;372
21001;Açailândia;1991;12397;12602;11858;9527;7971;6608;5204;4301;3636;2788;2273;1614;1107;808;541;328;257;6235;6454;5919;4594;3979;3260;2652;2196;1936;1431;1260;856;617;436;276;168;131;6162;6148;5939;4933;3992;3348;2552;2105;1700;1357;1013;758;490;372;265;160;126
21002;Bacabal;1991;33856;35619;33114;25011;19482;15482;12922;11213;9880;7997;6881;5616;4547;3988;3145;1940;1520;17029;17974;16596;12532;9590;7484;6165;5270;4729;3898;3359;2762;2241;2006;1571;910;729;16827;17645;16518;12479;9892;7998;6757;5943;5151;4099;3522;2854;2306;1982;1574;1030;791
21003;Balsas;1991;24761;24657;21646;16653;12724;10881;9158;7976;6486;5459;4606;3855;3124;2578;1892;1355;1120;12536;12526;10709;8443;6485;5477;4518;3976;3215;2769;2211;1863;1518;1313;922;627;540;12225;12131;10937;8210;6239;5404;4640;4000;3271;2690;2395;1992;1606;1265;970;728;580
21004;Barra do Corda;1991;29360;29787;25761;19465;14227;11557;9118;8112;7426;6180;5030;3801;2910;2582;1736;1218;876;14979;15045;13137;10050;7270;5875;4586;3990;3808;3214;2657;2007;1524;1392;940;660;450;14381;14742;12624;9415;6957;5682;4532;4122;3618;2966;2373;1794;1386;1190;796;558;426
21005;Caxias;1991;35863;36091;33587;25736;19110;16094;13462;12192;10259;8316;7004;5872;4640;4268;3095;2342;1958;18038;18476;16720;12942;9554;7648;6421;5701;5156;4074;3331;2800;2250;2124;1555;1098;876;17825;17615;16867;12794;9556;8446;7041;6491;5103;4242;3673;3072;2390;2144;1540;1244;1082
21006;Chapadinha;1991;39635;40485;35616;26268;18592;15333;12541;11576;10310;8356;7155;5972;4986;4450;3385;2304;2348;19897;20570;18150;14084;9606;7645;6209;5662;5083;4294;3627;2880;2505;2340;1755;1275;1151;19738;19915;17466;12184;8986;7688;6332;5914;5227;4062;3528;3092;2481;2110;1630;1029;1197
21007;Codó;1991;36224;35543;31460;23594;18341;15602;13227;11895;10470;8587;7715;6275;4890;4531;3783;2388;1838;18372;17999;15730;11994;9079;7359;6292;5650;4989;4173;3772;3018;2331;2279;1916;1165;838;17852;17544;15730;11600;9262;8243;6935;6245;5481;4414;3943;3257;2559;2252;1867;1223;1000
21008;Imperatriz;1991;64760;67068;62174;49253;38470;31499;26628;22953;19191;15060;12338;9582;7027;6063;4182;2998;2201;32606;33724;30892;24055;18612;15130;12861;11200;9908;7686;6474;4902;3675;3125;2096;1444;1004;32154;33344;31282;25198;19858;16369;13767;11753;9283;7374;5864;4680;3352;2938;2086;1554;1197
21009;Itapecuru Mirim;1991;44463;45161;38700;29044;21311;17356;15127;13617;11364;9096;7813;6553;5339;5303;3690;2168;2119;22464;22984;19813;15203;10845;8426;7329;6768;5694;4659;3977;3251;2797;2840;1913;1131;1022;21999;22177;18887;13841;10466;8930;7798;6849;5670;4437;3836;3302;2542;2463;1777;1037;1097
21010;Pedreiras;1991;28275;30939;28835;22008;15838;13378;11312;9444;8322;6832;6036;4806;3941;3595;2411;1652;1394;14274;15524;14290;11009;7817;6414;5390;4449;4135;3291;2978;2285;1889;1809;1262;783;686;14001;15415;14545;10999;8021;6964;5922;4995;4187;3541;3058;2521;2052;1786;1149;869;708
21011;Pinheiro;1991;45165;47870;41482;30738;21773;17350;14971;13365;11452;9931;8969;7795;6263;5428;4009;2382;2131;22782;24264;21352;16481;11016;8553;7269;6657;5941;5065;4562;3899;3312;2722;1975;1129;863;22383;23606;20130;14257;10757;8797;7702;6708;5511;4866;4407;3896;2951;2706;2034;1253;1268
21012;Presidente Dutra;1991;34837;36273;33869;25414;18579;15867;13098;11789;10264;8508;7121;5521;4360;4334;3159;2185;1579;17600;18445;16991;12963;9163;7755;6399;5604;5074;4208;3539;2720;2180;2214;1565;1084;778;17237;17828;16878;12451;9416;8112;6699;6185;5190;4300;3582;2801;2180;2120;1594;1101;801
21013;Rosário;1991;32314;31352;26110;18614;13560;10690;9123;8033;7100;5963;5023;4308;3726;3689;2585;1688;1650;16052;15698;13314;10057;7062;5422;4511;4063;3597;3127;2565;2142;1925;1983;1309;859;812;16262;15654;12796;8557;6498;5268;4612;3970;3503;2836;2458;2166;1801;1706;1276;829;838
21014;Santa Inês;1991;46281;50153;44960;32673;23750;18595;16533;14876;13614;10782;9167;7178;5686;4771;3227;2161;1644;23118;25264;22349;16420;11557;8873;7977;7059;6762;5411;4843;3629;3050;2509;1711;1075;783;23163;24889;22611;16253;12193;9722;8556;7817;6852;5371;4324;3549;2636;2262;1516;1086;861
21015;São João dos Patos;1991;28352;28168;25822;19751;14802;12912;10804;9371;8338;6810;5921;4988;3750;3516;2583;1911;1471;14392;14243;12936;10061;7424;6407;5245;4550;4085;3347;2942;2425;1799;1783;1306;878;690;13960;13925;12886;9690;7378;6505;5559;4821;4253;3463;2979;2563;1951;1733;1277;1033;781
21016;São Luís;1991;103787;110472;108476;102237;91194;73770;59805;48500;36254;27119;21501;16608;13589;10391;6826;4602;4593;52486;55420;50800;44852;41533;33736;28075;22970;17565;12965;10211;7717;6040;4602;2849;1861;1576;51301;55052;57676;57385;49661;40034;31730;25530;18689;14154;11290;8891;7549;5789;3977;2741;3017
21017;Timon;1991;25934;26706;24921;18584;14593;12520;10545;8957;7613;6196;5425;4430;3334;2658;1852;1552;1186;13055;13536;12535;9379;7134;5940;5039;4262;3631;2998;2633;2205;1663;1374;903;712;522;12879;13170;12386;9205;7459;6580;5506;4695;3982;3198;2792;2225;1671;1284;949;840;664
21018;Viana;1991;30838;33266;28018;20684;14916;12215;10450;9277;7885;6777;6019;5407;4499;4045;2763;1616;1670;15587;16823;14497;11147;7597;5885;5045;4501;3928;3353;3000;2507;2254;2004;1342;738;711;15251;16443;13521;9537;7319;6330;5405;4776;3957;3424;3019;2900;2245;2041;1421;878;959
21019;Zé Doca;1991;32752;34656;30695;21328;15712;12810;11389;9708;8811;7017;6058;4571;3672;2983;1949;1183;841;16616;17468;15708;11368;8126;6419;5590;4859;4555;3647;3308;2462;2057;1660;1065;620;389;16136;17188;14987;9960;7586;6391;5799;4849;4256;3370;2750;2109;1615;1323;884;563;452
22001;Carnaubais;1991;16759;18345;18539;16194;11510;8922;7636;6600;6097;4882;4387;3533;3040;2426;1752;1326;1171;8545;9430;9323;8251;5624;4259;3574;3121;2968;2392;2207;1748;1483;1249;899;658;593;8214;8915;9216;7943;5886;4663;4062;3479;3129;2490;2180;1785;1557;1177;853;668;578
22002;Chapada das Mangabeiras;1991;21857;24472;22607;17571;11107;9687;8269;7356;5916;5142;4227;3555;2871;2433;1758;1332;1035;11029;12300;11513;9254;5715;4791;4209;3663;2983;2485;2032;1650;1458;1225;886;637;467;10828;12172;11094;8317;5392;4896;4060;3693;2933;2657;2195;1905;1413;1208;872;695;568
22003;Cocais;1991;50052;51900;47875;37945;27236;22664;18802;17037;14639;12216;10503;9213;7380;5950;4266;3185;2983;25334;26418;24208;19416;13376;11122;9006;8127;7155;6008;5177;4490;3708;3056;2145;1606;1447;24718;25482;23667;18529;13860;11542;9796;8910;7484;6208;5326;4723;3672;2894;2121;1579;1536
22004;Entre Rios;1991;113744;120498;117444;103847;84152;73133;60182;50216;40735;31376;25710;21083;17197;13537;8915;6928;5910;57525;60916;56872;48037;38084;33099;27488;23183;19365;15043;12091;9767;8060;6404;4156;2973;2475;56219;59582;60572;55810;46068;40034;32694;27033;21370;16333;13619;11316;9137;7133;4759;3955;3435
22005;Planície Litorânea;1991;29104;30079;29397;25214;18601;15256;11718;10317;9568;7669;6538;5680;5062;3947;2620;2022;1961;14595;15317;14613;12565;9089;7315;5594;4881;4465;3657;3135;2696;2395;1969;1214;953;917;14509;14762;14784;12649;9512;7941;6124;5436;5103;4012;3403;2984;2667;1978;1406;1069;1044
22006;Serra da Capivara;1991;16841;18219;18217;15508;10278;8537;6738;5576;5247;4433;3639;2781;2476;2173;1630;1251;959;8418;9224;9194;7877;5093;4258;3380;2792;2623;2165;1772;1315;1178;1076;759;600;448;8423;8995;9023;7631;5185;4279;3358;2784;2624;2268;1867;1466;1298;1097;871;651;511
22007;Tabuleiros do Alto Parnaíba;1991;4806;5070;4393;3446;2635;2365;1915;1708;1428;1112;918;774;663;539;422;281;260;2488;2605;2118;1770;1348;1179;959;817;700;546;448;373;317;269;205;137;123;2318;2465;2275;1676;1287;1186;956;891;728;566;470;401;346;270;217;144;137
22008;Vale do Canindé;1991;12145;13425;13282;11346;7171;5951;5024;4332;3947;3504;2921;2338;2073;1765;1273;867;759;6132;6707;6773;5730;3267;2788;2389;2001;1860;1684;1381;1092;983;873;635;426;352;6013;6718;6509;5616;3904;3163;2635;2331;2087;1820;1540;1246;1090;892;638;441;407
22009;Vale do Rio Guaribas;1991;39873;40784;40066;35729;27715;23465;18684;15265;14219;12256;10011;7637;6561;5689;3966;2871;2318;20200;20515;20148;17578;13166;11157;8902;7335;6809;5900;5006;3563;3247;2862;1951;1403;1120;19673;20269;19918;18151;14549;12308;9782;7930;7410;6356;5005;4074;3314;2827;2015;1468;1198
22010;Vale do Sambito;1991;11717;14204;13857;11240;7565;6485;5615;4848;4550;3809;3524;3058;2567;2259;1529;1026;907;5878;7075;7040;5663;3526;3051;2511;2190;2089;1900;1698;1451;1311;1141;792;530;408;5839;7129;6817;5577;4039;3434;3104;2658;2461;1909;1826;1607;1256;1118;737;496;499
22011;Vale dos Rios Piauí e Itaueiras;1991;24329;27928;27245;22694;15153;12630;10684;9419;8216;7082;5917;4934;3983;3442;2423;1840;1468;12388;14101;13542;11509;7442;6035;5089;4481;3850;3450;2816;2289;1803;1714;1167;872;639;11941;13827;13703;11185;7711;6595;5595;4938;4366;3632;3101;2645;2180;1728;1256;968;829
23001;1ª Região Fortaleza;1991;211152;215326;202233;195149;193336;177234;137452;113165;95161;71079;60725;46045;39876;31398;19130;14121;12770;107457;108152;97973;87590;88402;81082;62687;50606;43182;31862;26829;20024;16702;13342;7895;5483;4660;103695;107174;104260;107559;104934;96152;74765;62559;51979;39217;33896;26021;23174;18056;11235;8638;8110
23002;2ª Região Caucaia;1991;48076;46545;43069;37282;30914;28655;21158;16620;14563;11226;10118;8153;7014;5927;3756;2791;2643;24407;23512;21679;19016;15453;14084;10451;8112;7229;5468;5006;3916;3431;3009;1829;1398;1241;23669;23033;21390;18266;15461;14571;10707;8508;7334;5758;5112;4237;3583;2918;1927;1393;1402
23003;3ª Região Maracanaú;1991;52644;51608;45803;37674;34155;31415;24565;19443;15994;11843;10379;8076;6994;5714;3377;2503;2322;26590;26129;23074;18834;16911;15377;11923;9363;7839;5773;5086;3780;3316;2832;1656;1223;1032;26054;25479;22729;18840;17244;16038;12642;10080;8155;6070;5293;4296;3678;2882;1721;1280;1290
23004;4ª Região Baturité;1991;15134;15801;14639;11614;9050;7829;6294;5461;4684;3926;3881;3378;3118;2610;1712;1307;1443;7746;7957;7564;6222;4763;4095;3127;2718;2314;1945;1907;1605;1591;1378;886;626;683;7388;7844;7075;5392;4287;3734;3167;2743;2370;1981;1974;1773;1527;1232;826;681;760
23005;5ª Região Canindé;1991;22212;21718;20152;17402;12712;11068;8461;7682;7260;5904;5790;4442;4198;3774;2418;1919;2025;11310;10895;10287;9137;6467;5534;4155;3711;3527;2902;2938;2167;2084;1996;1224;982;1019;10902;10823;9865;8265;6245;5534;4306;3971;3733;3002;2852;2275;2114;1778;1194;937;1006
23006;6ª Região Itapipoca;1991;28658;28443;25494;20326;14006;12527;9385;8158;8055;6411;5842;5177;4634;4019;2491;1964;1995;14517;14424;13110;10748;7140;6294;4700;4001;4018;3201;2874;2486;2311;2079;1275;1010;1004;14141;14019;12384;9578;6866;6233;4685;4157;4037;3210;2968;2691;2323;1940;1216;954;991
23007;7ª Região Aracati;1991;10397;10767;9888;8864;6995;6125;4774;3984;4173;3232;2367;2022;1973;1635;1225;870;758;5290;5401;4985;4656;3486;2972;2327;1877;1937;1568;1134;917;903;807;544;404;349;5107;5366;4903;4208;3509;3153;2447;2107;2236;1664;1233;1105;1070;828;681;466;409
